epoch,train_loss,validation_loss
1,0.6966983079910278,0.6961736648993353
2,0.675333993775504,0.6962762345767992
3,0.6645038383347648,0.6961444264689798
4,0.6545185957636152,0.6966821128288052
5,0.6534184047154018,0.6974374805166619
6,0.6479504874774388,0.6989095912309924
7,0.6411056092807225,0.7024610185111049
8,0.6345712627683368,0.7070524400191375
9,0.6393327372414725,0.705829415794049
10,0.619378115449633,0.7037219194568696
11,0.6160928606987,0.706982125973095
12,0.6306126117706299,0.7053937848423378
13,0.6161936947277614,0.7059617144415801
14,0.6001310263361249,0.709402188782734
15,0.5939468145370483,0.7127784796822033
16,0.5890768851552691,0.712207267566494
17,0.5650740138122013,0.7116616444344467
18,0.5513254404067993,0.720100881300286
